date,close,high,low,open,volume,vix,sp_close,close_rel,close_hdfc,close_icici,close_tcs,close_infy,returns,log_ret,volatility,range_pct,roc_5,roc_10,roc_20,acceleration,slope_20,sma_5,dist_sma_5,sma_10,dist_sma_10,sma_20,dist_sma_20,sma_50,dist_sma_50,sma_100,dist_sma_100,sma_200,dist_sma_200,rsi_14,rsi_7,cci,willr,macd,macd_h,macd_s,bb_high,bb_low,bb_width,bb_pos,atr,natr,kc_low,kc_mid,kc_high,don_high,don_low,chandelier_long,body_size,candle_range,body_pct,gap,gap_up,gap_down,gap_up_rate,gap_down_rate,gap_std,upper_wick,lower_wick,wick_ratio,gap_pct,inside_bar,sp_returns,sp_vel,sp_corr_30,sp_roc_20,ret_rel,vol_rel,corr_rel,rs_rel,rs_rel_slope,ret_hdfc,vol_hdfc,corr_hdfc,rs_hdfc,rs_hdfc_slope,ret_icici,vol_icici,corr_icici,rs_icici,rs_icici_slope,ret_tcs,vol_tcs,corr_tcs,rs_tcs,rs_tcs_slope,ret_infy,vol_infy,corr_infy,rs_infy,rs_infy_slope,vix_roc,vvix_proxy,day_of_week,month_of_year
2016-12-07,8102.0498046875,8190.4501953125,8077.5,8168.39990234375,169800,16.850000381469727,2241.35009765625,218.9373474121093,273.8692626953125,224.1395874023437,865.5691528320312,377.1386413574219,-0.005047198952388254,-0.005059979081726745,0.18579152863702186,0.013983311087898484,-1.488846681409206,0.8558127005279248,-5.167641204101914,-1.5011284498855249,-22.075,8130.72998046875,-0.0035273801799031754,8122.699951171875,-0.002542276165377224,8140.99248046875,-0.004783529265587473,8443.40900390625,-0.04042907302735473,8554.61701171875,-0.05290326924177787,8168.6692578125,-0.008155484207086188,41.21569584870625,43.747688953968854,-15.179477206800323,-44.48266849285465,-92.94556220038066,21.787466912180335,-114.733029112561,8419.806183385324,7862.178777552175,6.849624381437109,0.4301636265113877,107.25210196632148,1.3237650292432168,7978.4073914293685,8188.449307669074,8398.49122390878,8598.4501953125,7916.39990234375,8276.693889413535,66.35009765625,112.9501953125,0.5874279143358608,0.003100765711402731,1,0,0.5,0.3,0.014045322580288358,22.05029296875,24.5498046875,-0.02212932622059294,0.003100765711402731,0,1.3163241364864575,0.38553825010773535,0.03150599017838408,4.757521933242792,-0.6018638659860853,0.9462473562570969,0.4783870299309118,0.0270224637826148,-4.999377834251709e-05,-1.0758131044938057,1.145395727155398,0.6314631254405776,0.03380246595582064,-3.801703095586417e-05,-0.8812259915918164,2.120385419384382,0.7189883314536402,0.027664553144645703,-9.108365236526819e-05,-1.2738860154414278,2.138346827274052,0.44099413219203004,0.10683335374354894,-0.0001004349765733048,-0.01034034375736459,1.6276024262576956,0.5079695617619254,0.046548546410962024,0.00018435623109651356,0.0,1.0929166730140216,0.5,1.0
2016-12-08,8246.849609375,8256.25,8151.75,8152.10009765625,142500,15.529999732971191,2246.18994140625,223.5170440673828,278.0180969238281,227.6485748291016,882.1209716796875,384.2607421875,0.017871996368588716,0.017714169916451,0.1948831470204477,0.012819333271996811,0.6584874242061334,3.5321023083924485,-2.195806340429318,2.1473341056153394,-9.25751953125,8141.51982421875,0.012937361503797295,8150.834912109375,0.01177973769570275,8131.7349609375,0.014156222379415684,8431.715,-0.021925004655043503,8552.40650390625,-0.035727592507639676,8175.021755371094,0.008786258453283574,50.470397584426195,60.9391206342275,59.99209218290971,-2.766040289477356,-77.40602240072167,29.861605369471476,-107.26762777019314,8382.131337360712,7881.3385845142875,6.158498220270184,0.7298648448548976,110.6055384315119,1.3411853455624532,7974.601851174191,8194.011241164877,8413.420631155563,8598.4501953125,7916.39990234375,8266.633580017964,94.74951171875,104.5,0.9066938920454546,0.006177485225997134,1,0,0.6,0.2,0.005489979684641485,9.400390625,0.35009765625,0.08660567434210527,0.006177485225997134,0,0.21593430473272335,0.49903569052919483,0.036824340823486235,3.833562829537529,2.0917841151391503,1.05751860074871,0.5759665853471513,0.02710332486399281,-5.77698355366113e-06,1.5148958987527328,1.2146965744170692,0.6903116983941486,0.033712036728277155,-2.0141550444711942e-05,1.565536667317513,2.1659197374866883,0.7412543438019149,0.027604307779580606,-5.9975211457726635e-05,1.9122468486198807,1.880767909838524,0.4432987574735076,0.1069646002367855,-0.0003409949579610133,1.8884569357421999,1.5802806285217226,0.5209447395940464,0.046594852627198785,0.00010169655918981779,-0.06950274199927842,1.174964465196394,0.75,1.0
2016-12-09,8261.75,8274.9501953125,8241.9501953125,8271.7001953125,149700,15.06999969482422,2259.530029296875,225.46725463867188,277.7400207519531,232.58706665039065,881.920166015625,386.0949096679688,0.0018067979083868924,0.0018051676124941,0.189919429261324,0.004003906747552092,2.163404554804127,1.8171647444838124,-3.0965017740374745,1.5049171305979936,-13.2,8176.50986328125,0.010425002616525106,8165.579931640625,0.011777493964234935,8118.5349609375,0.01764050284338028,8422.48900390625,-0.019084501485451794,8549.813505859374,-0.03369237301631879,8181.425754394531,0.009817878694593498,51.31971209542924,62.32154453981928,125.70276895959309,-3.9192944863990276,-63.16041421835962,35.28577084146683,-98.44618505982645,8303.825535983495,7933.244385891505,4.564630833950323,0.8864606686739185,105.06228380430055,1.2716710600575005,7995.663579633791,8200.462551530127,8405.261523426461,8460.599609375,7916.39990234375,8145.412757962098,9.9501953125,33.0,0.30152107007575757,0.0030133429266431524,1,0,0.6,0.2,0.0046826427174905495,3.25,19.7998046875,-0.5015092329545454,0.0030133429266431524,0,0.5938984786955759,0.6098752561419918,0.03131626570675958,4.246869620831184,0.872510899303558,1.0668189695777126,0.5708629914847586,0.02729049591656391,4.56001408592234e-05,-0.1000208889104015,1.078321518124717,0.6764936919867037,0.0336175774807944,-3.538061671178733e-05,2.169348885665734,2.010944152650592,0.719033734923634,0.028152276049310455,3.800005598227421e-05,-0.022763959877314388,1.8729468051152744,0.47794301919728444,0.10674737991534784,-0.0007143285652275178,0.47732367090829175,1.5002543464071512,0.6447248194490347,0.0467328241193414,-2.792874138399931e-05,-0.15950923377987758,1.2160807449686035,1.0,1.0
2016-12-12,8170.7998046875,8230.650390625,8154.4501953125,8230.650390625,108100,16.190000534057617,2256.9599609375,225.083740234375,274.5298156738281,229.468002319336,887.1227416992188,381.4118347167969,-0.011008587201561393,-0.011069630108506541,0.16892837334706753,0.009344614718022667,0.5172973050899587,0.5401801778202042,-1.5127225745758532,-1.6461072497141682,-6.275,8184.91982421875,-0.0017251261874881123,8169.969921875,0.00010157721759511213,8112.2599609375,0.007216218912101359,8411.7769921875,-0.028647595831868808,8546.32650390625,-0.04394013018893073,8186.465002441406,-0.0019135484912271826,46.121028871578176,49.776404496796005,72.01553009319474,-32.304672591461745,-58.53483462214081,31.92908035014851,-90.46391497228932,8280.786960390484,7943.732961484517,4.154871768520287,0.673680905552263,105.22210677491778,1.2877822158187378,7991.9051620793825,8197.637528021305,8403.369893963227,8288.5498046875,7916.39990234375,7972.8834843627465,59.8505859375,76.2001953125,0.7854387471324764,-0.0037642883620298364,0,1,0.6,0.2,0.004280559484282021,0.0,16.349609375,-0.21456125286752362,-0.0037642883620298364,0,-0.11374349205595102,0.4707004526657377,0.04951813470911186,4.2740655525685955,-0.17009760681722108,1.045394865953538,0.5498488056303076,0.027547332649766658,9.445351128205617e-05,-1.1558309347834306,1.0939962206263498,0.8008756452875682,0.03359889144711798,-1.8149455156463157e-05,-1.3410308560892759,1.6309886379147418,0.6184238508855943,0.028083909507572644,8.664175911691704e-05,0.5899145845704057,1.7695886804224432,0.36242589729637764,0.10857232619875058,-0.0004264329604871525,-1.2129336165553783,1.4551284778746936,0.605951731435402,0.04667986535393818,-3.674116319541537e-05,-0.06362060863061425,1.2581784888144647,0.0,1.0
2016-12-13,8221.7998046875,8228.849609375,8155.7998046875,8196.150390625,184000,15.920000076293944,2271.719970703125,227.84474182128903,274.947021484375,229.0781097412109,883.9490356445312,386.4266357421875,0.006241739024219095,0.006222340051564259,0.14914035281197616,0.008956792275052538,0.965841268881884,0.9782416597466703,1.39791953634405,0.4485439637919253,5.66748046875,8200.6498046875,0.002579063916119217,8177.934912109375,0.005363810430084614,8117.92744140625,0.012795428886373028,8401.30998046875,-0.021366926848143054,8542.894501953126,-0.037586171430797274,8192.332751464844,0.003596906292336162,49.22697154461197,55.620687112842226,85.2554181323052,-16.4858331970267,-50.175365313170914,32.23083972729472,-82.40620504046564,8293.055282756797,7942.799600055703,4.314594891727931,0.7965615360761865,102.9240845244799,1.2518437199820862,7999.885641434918,8199.93869722761,8399.991753020302,8274.9501953125,7916.39990234375,7966.177941739061,25.6494140625,73.0498046875,0.3511222811919308,0.0031025831673120474,1,0,0.7,0.2,0.00420758459875042,7.0498046875,40.3505859375,-0.45586406962287607,0.0031025831673120474,1,0.6539774750587091,0.533278180583503,0.07868957517709588,4.188703976104469,1.2266552812917775,0.9853911283884034,0.46072373919748566,0.027712270699097753,8.619177811612297e-05,0.15197103801742884,1.0561588230796952,0.7954068518619926,0.033441220659206426,-1.136405253258227e-05,-0.1699115232556503,1.546301600177293,0.5526644914613669,0.027862282612452625,6.798107050489874e-05,-0.3577527556793858,1.766840586127291,0.4518692875966762,0.10751283862939168,-0.00039899595808523536,1.3147995339772844,1.4722691278393878,0.6917692269241387,0.047000248719492516,3.837897284553887e-05,-0.06954999950950724,1.1569150527494987,0.25,1.0
2016-12-14,8182.4501953125,8229.400390625,8165.10009765625,8229.349609375,144600,16.59000015258789,2253.280029296875,232.1614532470703,272.5018310546875,225.7424468994141,886.881591796875,390.1535339355469,-0.004786009184091999,-0.004797498800311476,0.15042589151983776,0.007875015884643847,0.9923462896819446,-0.5112749065292688,0.8734416983490201,0.026505020800060564,3.5425048828125,8216.7298828125,-0.004171937983711202,8173.729931640625,0.0010668646682487702,8121.469946289062,0.007508523632633958,8393.133984375,-0.025101921338884475,8539.305,-0.04178967781189456,8197.702751464843,-0.001860589071690601,46.97681544617823,50.347003455329684,69.27657111930397,-31.019429716692272,-46.19312469003671,28.97046428034315,-75.16358897037986,8298.795053229018,7944.144839349107,4.366822954777549,0.6719447687802218,100.16524152051592,1.2241472802107347,8005.0250669530205,8198.273125616646,8391.521184280271,8274.9501953125,7916.39990234375,7974.454470750952,46.8994140625,64.30029296875,0.7293810322962783,0.0009182666650671335,0,0,0.6,0.2,0.0035392242488203607,0.05078125,17.35009765625,-0.2690394647915132,0.0009182666650671335,0,-0.8117171853951111,0.10766991620718924,0.09542139897201263,3.506761323020746,1.8945846155041357,1.0486493184477976,0.3839682145018858,0.028373097019285153,0.00019954086078505934,-0.8893314852026712,1.057912615398232,0.8040191203365837,0.03330320680849317,-5.0326048838846005e-05,-1.4561246579016696,1.5524578280036527,0.5711256889163504,0.027588612397388707,-3.856709521404822e-05,0.3317562477123337,1.6186493262037487,0.48752435086893886,0.108388266427206,-0.0002789417246573389,0.9644516833580363,1.4363642782028758,0.6912045759180186,0.047681748696625746,0.00013920761790145453,-0.01543028029647786,1.054735974398837,0.5,1.0
2016-12-15,8153.60009765625,8225.900390625,8121.9501953125,8128.39990234375,181800,15.65999984741211,2262.030029296875,230.72618103027344,272.7103271484375,225.52584838867188,907.6515502929688,387.2656555175781,-0.003525850688682164,-0.0035320811496494836,0.15028657885811258,0.012798674310080575,-1.130728898132738,-0.4796871815226811,0.9115143108985757,-2.1230751878146825,3.6824951171875,8198.07998046875,-0.005425646360912557,8169.79990234375,-0.0019828887954590224,8125.15244140625,0.003501184310712677,8383.982978515625,-0.02747892993696945,8535.753999023438,-0.04477096005940539,8202.512001953124,-0.005963039649954498,45.340425998830646,46.5700785698494,40.35702221710844,-55.63963471832609,-44.84815051411897,24.252350765008714,-69.10050127912768,8301.933780498526,7948.371102313973,4.351459012421442,0.5804600089468471,100.43559543104577,1.2317944739516469,7999.375032674757,8194.01855152518,8388.662070375603,8274.9501953125,7916.39990234375,7973.6434090193625,25.2001953125,103.9501953125,0.24242566583681713,-0.006605636658774156,0,1,0.5,0.3,0.003969728028676324,72.30029296875,6.44970703125,0.6334820799473907,-0.006605636658774156,0,0.38832279549072535,0.14214761435878964,0.04485553834238788,3.425047921268476,-0.6182215853333006,1.0330827660487492,0.381651423303083,0.02829746103155042,0.00016120921104070818,0.07651181386305606,1.040708402962508,0.7902659234082746,0.03344661546827984,-4.237525678318921e-05,-0.09594939441704975,1.545137587647626,0.5845014527295855,0.02765966514024881,2.542916419718058e-05,2.341908850990193,1.5879977486625787,0.4275005661073087,0.11131911541183788,3.304932840188235e-05,-0.7401902499352575,1.415527995744921,0.6928812642349182,0.04749627782565612,0.00010256844193507614,0.008370902554809323,1.0506569475384244,0.75,1.0
2016-12-16,8139.4501953125,8178.7001953125,8127.4501953125,8178.2001953125,203000,15.25,2258.070068359375,231.64651489257807,274.0314636230469,221.4537353515625,917.0322875976562,392.2608947753906,-0.001735417750965862,-0.0017369253327930302,0.15043830825519477,0.006305790717679008,-1.480313549641421,0.651065834404374,0.8093793347350164,-0.3495846515086831,3.2675048828125,8173.62001953125,-0.004180500700680966,8175.06494140625,-0.004356509256992356,8128.419946289063,0.0013569979278042679,8372.009990234375,-0.02777825100461507,8531.863002929687,-0.0459938008243264,8207.155502929687,-0.008249546093408165,44.521279511829704,44.653303047910924,19.360410897498497,-62.127436647719,-44.412072922072184,19.750742685644397,-64.16281560771658,8303.715560300083,7953.124332278043,4.31315348294841,0.5314618511297827,96.92233779103942,1.1907725394874569,8002.953619592637,8188.82156521921,8374.689510845783,8274.9501953125,7916.39990234375,7984.183181939382,38.75,51.25,0.7560975609756098,0.00301708415443643,1,0,0.6,0.2,0.003982324739519907,0.5,12.0,-0.22439024390243903,0.00301708415443643,1,-0.1750622620483422,-0.011644533789993972,0.0386520983507959,3.4910018527341435,0.39888575201783016,1.0227667838683432,0.3887881376248798,0.02845972508388626,0.00015055286684798053,0.4844468078725406,1.0039438896653117,0.8014286267852703,0.03366707296530438,-4.14101560407415e-05,-1.805608122618163,1.5749797736011917,0.5815791060223449,0.027207456282378563,-5.949796112333233e-05,1.0335174662192248,1.582885603909004,0.4192445086979916,0.11266513899498692,0.0002286919063610171,1.2898740661978936,1.3912632751228111,0.6894561004307536,0.048192554209778596,0.00016479179071041822,0.01194428061187014,1.111477960983352,1.0,1.0
2016-12-19,8104.35009765625,8132.5,8094.85009765625,8126.0,107400,14.84000015258789,2262.530029296875,232.82977294921875,272.7452087402344,222.7533416748047,919.5429077148438,392.0657653808594,-0.004312342580149231,-0.004321667547371758,0.13533637074041072,0.0046510932122944436,-0.8132582931860366,-0.3001679513301547,2.210212985604776,0.6670552564553844,8.7625,8160.330078125,-0.006860014231386646,8172.624951171875,-0.008354091118036101,8137.182446289063,-0.004034854674763471,8358.713984375,-0.03043098342570799,8527.2480078125,-0.049593715319268296,8211.504504394532,-0.013049302558494172,42.47147301155241,39.90055401969552,-27.766670531376064,-78.22100929323503,-46.364303990088956,14.238809294102097,-60.60311328419105,8287.487528629415,7986.877363948711,3.6942782918404022,0.39078097652590604,93.18503411082237,1.1498150127765476,8004.115170330839,8180.776663546548,8357.438156762257,8274.9501953125,7938.14990234375,7995.395092980033,21.64990234375,37.64990234375,0.5750320982530769,-0.0016524697602113166,0,1,0.6,0.3,0.00401256337296813,6.5,9.5,-0.07968148157754808,-0.0016524697602113166,0,0.19751207015203942,0.05060657865160412,0.02900128001007034,2.9274263098299613,0.5108033061448802,1.02335952738784,0.43328711502425066,0.0287289875367739,0.00019381524174059278,-0.4693821891130878,0.9838103584021223,0.8095431168706827,0.033654174048960615,-4.57838856140827e-05,0.5868522927278796,1.560231324515394,0.5516143057993707,0.027485651408275684,-3.171959704581506e-05,0.2737766326379454,1.5830319742311596,0.4678077455701091,0.11346288063009179,0.0005426077604084589,-0.049744799221695946,1.3566702136574136,0.675037700693232,0.04837719997982854,0.00022095883366445718,-0.08338482624690702,1.0864859023394153,0.0,1.0
2016-12-20,8082.39990234375,8124.10009765625,8062.75,8110.60009765625,128000,14.539999961853027,2270.760009765625,231.8108673095703,273.9388122558594,217.9880828857422,939.791015625,394.9926452636719,-0.0027084460873485483,-0.0027121205636996375,0.13245985219742845,0.007609078497565967,-1.695491323740017,-0.746025809773132,1.000963468143623,-0.8822330305539805,4.0050048828125,8132.45009765625,-0.00615438087064619,8166.549951171875,-0.010304234876571113,8141.187451171875,-0.0072210042061693425,8345.482978515625,-0.03152400847849656,8522.971010742187,-0.05169219839456801,8216.368754882813,-0.016305116838804017,41.19416487332887,37.025358283784385,-62.63902649907133,-88.285285076869,-49.116474350470526,9.189311146976422,-58.30578549744695,8280.790522570878,8001.584379772871,3.429550596551084,0.2894475091450447,90.9111096187721,1.1248034088539658,7999.8851262070675,8171.4074481939,8342.929770180732,8274.9501953125,7952.5498046875,8002.216866456184,28.2001953125,61.35009765625,0.4596601536073859,0.0007711907709672461,0,0,0.5,0.3,0.0037243693902943853,13.5,19.64990234375,-0.1002427474232958,0.0007711907709672461,0,0.3637512148869648,-0.0074386733827447316,-0.0885445469861725,3.0786163110775533,-0.43761827653830965,1.0257749584338827,0.4224968543213155,0.02868094502999652,0.00016320716029626092,0.4376258417656764,0.9908158272472196,0.808580147323787,0.03389325145572444,-1.043574612796111e-05,-2.139253558772314,1.6183786859975569,0.5477349387004286,0.026970712352717117,-7.989255552949895e-05,2.2019753227693117,1.63344669930622,0.44920432276614103,0.11627623317085282,0.0008610550543985129,0.74652778723725,1.3572180640035407,0.6920813772600389,0.048870712911536475,0.00025523167938736047,-0.08668342385851102,1.1124013736368503,0.25,1.0
