date,close,high,low,open,volume
2016-02-11,6976.35009765625,7208.64990234375,6959.9501953125,7203.60009765625,292300
2016-02-12,6980.9501953125,7034.7998046875,6869.0,7023.64990234375,333900
2016-02-15,7162.9501953125,7182.7998046875,7056.7998046875,7057.35009765625,354200
2016-02-16,7048.25,7204.64990234375,7037.7001953125,7201.25,253800
2016-02-17,7108.4501953125,7123.7001953125,6960.64990234375,7058.85009765625,260000
2016-02-18,7191.75,7215.10009765625,7127.85009765625,7177.39990234375,246700
2016-02-19,7210.75,7226.85009765625,7145.9501953125,7170.5498046875,192300
2016-02-22,7234.5498046875,7252.39990234375,7200.7001953125,7208.85009765625,154400
2016-02-23,7109.5498046875,7241.7001953125,7090.7001953125,7240.2998046875,194400
2016-02-24,7018.7001953125,7090.7998046875,7009.75,7075.0,199700
2016-02-25,6970.60009765625,7034.2001953125,6961.39990234375,7029.85009765625,283100
2016-02-26,7029.75,7052.89990234375,6985.10009765625,7039.2998046875,206700
2016-02-29,6987.0498046875,7094.60009765625,6825.7998046875,7050.4501953125,473400
2016-03-01,7222.2998046875,7235.5,7035.10009765625,7038.25,275100
2016-03-02,7368.85009765625,7380.35009765625,7308.14990234375,7321.7001953125,338500
2016-03-03,7475.60009765625,7483.9501953125,7406.0498046875,7429.5498046875,278600
2016-03-04,7485.35009765625,7505.89990234375,7444.10009765625,7505.39990234375,281700
2016-03-08,7485.2998046875,7527.14990234375,7442.14990234375,7486.39990234375,257000
2016-03-09,7531.7998046875,7539.0,7424.2998046875,7436.10009765625,245100
2016-03-10,7486.14990234375,7547.10009765625,7447.39990234375,7545.35009765625,224700
2016-03-11,7510.2001953125,7543.9501953125,7460.60009765625,7484.85009765625,198700
2016-03-14,7538.75,7583.7001953125,7515.0498046875,7542.60009765625,166900
2016-03-15,7460.60009765625,7545.2001953125,7452.7998046875,7535.85009765625,193700
2016-03-16,7498.75,7508.0,7405.14990234375,7457.0498046875,195400
2016-03-17,7512.5498046875,7585.2998046875,7479.39990234375,7557.39990234375,239600
2016-03-18,7604.35009765625,7613.60009765625,7517.89990234375,7534.64990234375,237400
2016-03-21,7704.25,7713.5498046875,7617.7001953125,7619.2001953125,196800
2016-03-22,7714.89990234375,7728.2001953125,7643.7998046875,7695.5498046875,208900
2016-03-23,7716.5,7726.85009765625,7670.60009765625,7717.4501953125,199600
2016-03-28,7615.10009765625,7749.39990234375,7587.7001953125,7741.0,242400
2016-03-29,7597.0,7652.89990234375,7582.25,7606.5498046875,216800
2016-03-30,7735.2001953125,7741.9501953125,7643.4501953125,7651.10009765625,232600
2016-03-31,7738.39990234375,7777.60009765625,7702.0,7727.64990234375,380100
2016-04-01,7713.0498046875,7740.14990234375,7666.10009765625,7718.0498046875,183900
2016-04-04,7758.7998046875,7764.4501953125,7704.39990234375,7733.14990234375,155500
2016-04-05,7603.2001953125,7736.2998046875,7588.64990234375,7736.2998046875,203800
2016-04-06,7614.35009765625,7638.64990234375,7591.75,7636.0498046875,165600
2016-04-07,7546.4501953125,7630.75,7535.85009765625,7630.39990234375,234400
2016-04-08,7555.2001953125,7569.35009765625,7526.7001953125,7542.35009765625,143400
2016-04-11,7671.39990234375,7678.7998046875,7516.85009765625,7577.7998046875,179800
2016-04-12,7708.9501953125,7717.39990234375,7663.35009765625,7669.25,163400
2016-04-13,7850.4501953125,7864.7998046875,7772.2001953125,7777.14990234375,220400
