date,close,high,low,open,volume
2016-02-11,869.3466186523438,905.3592912951668,858.9442623534974,901.7995562048842,1962408
2016-02-12,880.6785278320312,887.3232896263142,855.9185532393421,870.1574940510873,2172568
2016-02-15,897.5084228515625,912.4198409122068,885.9788703738731,889.9341331880421,2479712
2016-02-16,896.0841674804688,902.590552456854,887.1650346891863,896.2621349111441,1588702
2016-02-17,900.0392456054688,901.6608443337394,888.5096042932079,895.8664268211679,1585178
2016-02-18,915.9794921875,917.5220059158386,901.0087852036988,903.7774689159138,1529140
2016-02-19,917.482177734375,920.3893335070642,911.8657258242268,912.6172834333028,879012
2016-02-22,915.9989624023438,926.7177595787696,911.6877660388664,917.719539762117,1324884
2016-02-23,895.4711303710938,917.5810017224152,892.6035660180944,913.764213312641,1306852
2016-02-24,874.4884643554688,894.858059737054,870.6320846473046,894.858059737054,1659328
2016-02-25,875.2400512695312,881.2322336221074,864.481663087219,877.988938610086,1830556
2016-02-26,874.3103637695312,892.6627344987937,869.9991683009872,881.9044448794336,1537536
2016-02-29,860.9813232421875,884.7919776231349,836.5377884098929,884.7919776231349,2191718
2016-03-01,900.474609375,903.8168827369836,855.1275729590856,867.3888841347245,1999760
2016-03-02,917.166015625,921.5760943608188,892.4060355800847,911.687938841926,1527486
2016-03-03,938.6427612304688,945.7029410091454,910.1055906574838,923.94900468313,2648284
2016-03-04,932.4728393554688,941.3523834919912,929.3086296630588,941.3523834919912,1512966
2016-03-08,931.18701171875,936.210173310493,911.3711177138364,926.3616131547446,1268152
2016-03-09,932.3539428710938,937.1595465854616,907.7917322856724,925.9266434452138,2017784
2016-03-10,928.8141479492188,933.3824946417208,915.6233112185926,931.8794758446888,1661666
2016-03-11,935.5181274414062,945.643634437154,923.5534626680832,925.5310932091282,1530528
2016-03-14,931.4642333984376,948.4718605900013,925.531340192078,934.2329168947384,1636742
2016-03-15,921.5364379882812,934.8261566920982,917.6603585500122,929.1108225188838,1623356
2016-03-16,920.4089965820312,922.3668313924728,912.439088020759,915.6428879389256,1918246
2016-03-17,930.29736328125,934.1537435043288,922.3670441250916,923.1580964785436,2221088
2016-03-18,959.4872436523438,961.1286387101331,933.441805496261,933.441805496261,3204070
2016-03-21,967.5559692382812,970.9970278743278,957.1734064615802,959.5465636676832,2336982
2016-03-22,978.1759643554688,982.8826878972554,963.6996656183754,965.8750598974236,1951984
2016-03-23,978.4524536132812,984.0293135031848,971.9262731759144,984.0293135031848,2278434
2016-03-28,978.2940673828124,995.5983316093296,973.6071417535576,985.2553643029554,3320882
2016-03-29,976.7122802734376,983.6537838320792,971.01674208194,980.1138439425856,1838796
2016-03-30,984.66259765625,990.7932545205488,972.9945733016168,977.3057707934812,2136504
2016-03-31,996.8447265625,1008.5918356888968,977.8000816090234,980.2326257393888,4363964
2016-04-01,970.5819091796876,997.0624711310104,962.7505660117678,990.7933409072411,3041400
2016-04-04,977.4437866210938,984.068848199608,967.8522795596627,971.4120141391628,1752352
2016-04-05,974.0821533203124,982.843020063114,965.8947802572224,977.2661585570736,1491794
2016-04-06,981.6565551757812,984.4648301590164,972.7375155446848,976.9498314555126,1763150
