date,close,high,low,open,volume
2016-03-04,830.0,840.0,807.0,820.0,16200
2016-05-16,1050.0,1050.0,1050.0,1050.0,0
2016-05-18,1088.0,1088.0,1088.0,1088.0,0
2016-12-12,9953.900390625,9971.25,9846.2001953125,9960.2998046875,0
2016-12-13,10058.650390625,10082.150390625,9929.849609375,9983.7001953125,0
2016-12-14,10128.9501953125,10150.9501953125,10044.150390625,10091.5498046875,0
2016-12-15,10195.75,10299.7998046875,10091.599609375,10099.0498046875,0
2016-12-16,10222.9501953125,10268.7001953125,10188.25,10265.650390625,0
2016-12-19,10223.650390625,10234.0498046875,10153.7998046875,10213.4501953125,0
2016-12-20,10322.849609375,10352.650390625,10224.4501953125,10239.849609375,0
2016-12-21,10228.25,10357.2998046875,10207.25,10357.2998046875,0
2016-12-22,10163.0,10251.2001953125,10084.25,10210.25,0
2016-12-23,10071.0498046875,10187.25,10048.849609375,10162.400390625,0
2016-12-27,10170.7001953125,10188.650390625,9994.9501953125,9997.0,0
2016-12-28,10198.599609375,10301.099609375,10177.400390625,10203.849609375,0
2016-12-29,10291.849609375,10314.349609375,10183.400390625,10194.150390625,0
2016-12-30,10399.25,10416.599609375,10304.650390625,10325.349609375,0
2017-01-03,10362.25,10390.900390625,10291.25,10386.599609375,0
2017-01-04,10496.900390625,10517.5498046875,10364.0,10368.150390625,0
2017-01-05,10400.0498046875,10590.0498046875,10379.2998046875,10539.75,0
2017-01-06,10110.4501953125,10372.900390625,10063.349609375,10352.7998046875,0
2017-01-09,10198.4501953125,10214.2001953125,10023.650390625,10070.650390625,0
2017-01-10,10221.5,10255.849609375,10184.349609375,10232.5498046875,0
2017-01-11,10220.5498046875,10282.2001953125,10154.5,10238.0498046875,0
2017-01-12,10398.7998046875,10410.7998046875,10236.0,10237.4501953125,0
2017-01-13,10263.5498046875,10551.400390625,10217.4501953125,10504.0498046875,0
2017-01-16,10173.099609375,10223.0498046875,10137.0,10223.0498046875,0
2017-01-17,10206.7998046875,10275.0,10166.400390625,10166.849609375,0
2017-01-18,10231.599609375,10270.5,10208.849609375,10217.5,0
2017-01-19,10222.150390625,10251.7998046875,10174.5,10223.0498046875,0
2017-01-20,10132.650390625,10192.7001953125,10113.2001953125,10165.5,0
2017-01-23,10219.400390625,10234.650390625,10029.2998046875,10060.650390625,0
2017-01-24,10201.599609375,10213.7001953125,10133.150390625,10186.5,0
2017-01-25,10164.4501953125,10239.5,10154.75,10221.650390625,0
2017-01-27,10181.849609375,10212.5498046875,10100.849609375,10144.2001953125,0
2017-01-30,10170.650390625,10195.7001953125,10065.0498046875,10114.349609375,0
2017-01-31,9848.5,10158.2001953125,9620.4501953125,10158.2001953125,0
2017-02-01,9750.0,9831.0498046875,9592.25,9811.099609375,0
2017-02-02,9926.0,9989.2001953125,9681.75,9753.5498046875,0
2017-02-03,10025.7998046875,10058.7998046875,9863.650390625,9927.349609375,0
2017-02-06,10029.0498046875,10093.150390625,9954.5498046875,10076.5498046875,0
2017-02-07,9997.9501953125,10042.150390625,9967.849609375,10034.9501953125,0
2017-02-08,10007.0498046875,10071.650390625,9973.599609375,9988.599609375,0
2017-02-09,10167.900390625,10186.099609375,10005.0,10026.400390625,0
2017-02-10,10387.849609375,10432.9501953125,10180.4501953125,10185.4501953125,0
2017-02-13,10452.900390625,10469.2001953125,10340.400390625,10402.150390625,0
2017-02-14,10474.099609375,10489.4501953125,10423.75,10462.349609375,0
2017-02-15,10427.650390625,10550.5,10318.9501953125,10464.0498046875,0
2017-02-16,10628.0498046875,10640.5,10488.9501953125,10488.9501953125,0
2017-02-17,10527.2001953125,10676.0,10483.900390625,10674.2001953125,0
2017-02-20,10671.25,10740.2998046875,10516.9501953125,10544.4501953125,0
2017-02-21,10680.75,10801.599609375,10643.900390625,10716.7001953125,0
2017-02-22,10514.7998046875,10692.9501953125,10497.0,10685.5498046875,0
2017-02-23,10689.650390625,10737.349609375,10531.7001953125,10545.4501953125,0
2017-02-27,10706.7001953125,10776.650390625,10658.2998046875,10663.25,0
2017-02-28,10680.9501953125,10759.400390625,10645.2998046875,10732.7998046875,0
2017-03-01,10748.0498046875,10777.599609375,10658.400390625,10674.849609375,0
2017-03-02,10741.599609375,10806.9501953125,10717.0,10779.650390625,0
2017-03-03,10806.25,10819.2998046875,10657.7001953125,10701.349609375,0
2017-03-06,10779.0498046875,10812.650390625,10706.75,10736.7998046875,0
2017-03-07,10799.099609375,10820.099609375,10750.900390625,10794.2998046875,0
2017-03-08,10739.4501953125,10793.5,10687.4501953125,10791.4501953125,0
2017-03-09,10724.75,10757.7001953125,10694.4501953125,10753.7001953125,0
2017-03-10,10749.849609375,10821.849609375,10718.349609375,10758.2001953125,0
2017-03-14,10879.25,10927.2998046875,10821.400390625,10850.0,0
2017-03-15,10696.5498046875,10905.9501953125,10677.75,10899.9501953125,0
2017-03-16,10822.099609375,10838.150390625,10752.2001953125,10765.650390625,0
2017-03-17,10900.75,10920.349609375,10787.2001953125,10893.849609375,0
2017-03-20,10776.75,10879.4501953125,10750.599609375,10877.150390625,0
2017-03-21,10787.2001953125,10823.7001953125,10751.2998046875,10769.099609375,0
2017-03-22,10783.2998046875,10831.75,10710.7998046875,10717.099609375,0
2017-03-23,10850.7998046875,10863.849609375,10785.7001953125,10794.25,0
2017-03-24,10768.9501953125,10851.4501953125,10753.4501953125,10843.25,0
2017-03-27,10648.5,10787.2001953125,10630.849609375,10735.5,0
2017-03-28,10681.0498046875,10749.099609375,10658.5498046875,10675.0498046875,0
2017-03-29,10741.25,10761.0498046875,10661.0498046875,10712.0,0
2017-03-30,10730.75,10767.7998046875,10692.900390625,10734.9501953125,0
2017-03-31,10703.25,10752.349609375,10634.900390625,10735.599609375,0
2017-04-03,10592.0,10732.849609375,10571.5,10728.650390625,0
2017-04-05,10510.2998046875,10597.2001953125,10493.0,10596.25,0
2017-04-06,10538.150390625,10545.599609375,10475.849609375,10499.75,0
2017-04-07,10485.75,10568.7998046875,10470.5498046875,10532.4501953125,0
2017-04-10,10338.150390625,10542.7001953125,10304.9501953125,10511.599609375,0
2017-04-11,10398.849609375,10422.2998046875,10332.4501953125,10341.5498046875,0
2017-04-12,10323.4501953125,10420.349609375,10290.5,10408.150390625,0
2017-04-13,10064.2001953125,10407.150390625,10034.599609375,10339.849609375,0
2017-04-17,10000.900390625,10056.5498046875,9975.4501953125,10045.400390625,0
2017-04-18,9981.5498046875,10075.7998046875,9964.650390625,10021.150390625,0
2017-04-19,9944.7998046875,10059.4501953125,9901.650390625,9925.25,0
