date,entry,gap,bias,confidence,regime,strategy,pnl,capital
2025-02-04,23739.25,0,NEUTRAL,25.0,0,IRON CONDOR,-10165.0,-1407950.0
2025-02-05,23696.30078125,0,NEUTRAL,10.0,0,IRON CONDOR,-10165.0,-1418115.0
2025-02-06,23603.349609375,0,NEUTRAL,10.0,0,IRON CONDOR,-10300.0,-1428415.0
2025-02-07,23559.94921875,0,NEUTRAL,5.0,0,IRON CONDOR,-10165.0,-1438580.0
2025-02-10,23381.599609375,0,NEUTRAL,25.0,0,IRON CONDOR,-10300.0,-1448880.0
2025-02-11,22921.80078125,-150,NEUTRAL,23.0,0,IRON CONDOR,5735.0,-1443145.0
2025-02-12,23145.25,100,NEUTRAL,10.0,0,IRON CONDOR,-10435.0,-1453580.0
2025-02-13,23031.400390625,0,NEUTRAL,5.0,0,IRON CONDOR,5735.0,-1447845.0
2025-02-14,22829.25,-100,NEUTRAL,20.0,0,IRON CONDOR,5810.0,-1442035.0
2025-02-17,22959.5,0,NEUTRAL,20.0,1,IRON CONDOR,-10705.000000000002,-1452740.0
2025-02-18,22895.30078125,-50,NEUTRAL,20.0,1,IRON CONDOR,-10705.000000000002,-1463445.0
2025-02-19,22932.900390625,0,NEUTRAL,20.0,1,IRON CONDOR,-10570.0,-1474015.0
2025-02-20,22913.150390625,0,NEUTRAL,20.0,1,IRON CONDOR,-10435.0,-1484450.0
2025-02-21,22845.900390625,50,BEARISH,35.0,1,BEAR CALL SPREAD,5660.0,-1478790.0
2025-02-24,22553.349609375,0,NEUTRAL,20.0,1,IRON CONDOR,-10300.0,-1489090.0
2025-02-25,22547.55078125,0,NEUTRAL,20.0,1,IRON CONDOR,-10165.0,-1499255.0
2025-02-27,22545.05078125,0,BEARISH,35.0,1,BEAR CALL SPREAD,2180.0,-1497075.0
2025-02-28,21974.69921875,-150,BEARISH,38.0,1,BEAR CALL SPREAD,-10165.0,-1507240.0
2025-03-03,22119.30078125,0,BEARISH,35.0,1,BEAR CALL SPREAD,-10165.0,-1517405.0
2025-03-04,22082.650390625,0,BEARISH,35.0,1,BEAR CALL SPREAD,-10165.0,-1527570.0
2025-03-05,22437.30078125,100,NEUTRAL,5.0,1,IRON CONDOR,2210.0,-1525360.0
2025-03-06,22544.69921875,0,NEUTRAL,25.0,1,IRON CONDOR,5585.0,-1519775.0
2025-03-07,22552.5,0,NEUTRAL,5.0,1,IRON CONDOR,2180.0,-1517595.0
2025-03-10,22460.30078125,0,NEUTRAL,15.0,1,IRON CONDOR,-10165.0,-1527760.0
2025-03-11,22497.900390625,0,NEUTRAL,5.0,1,IRON CONDOR,-10165.0,-1537925.0
2025-03-12,22470.5,0,NEUTRAL,10.0,1,IRON CONDOR,-10165.0,-1548090.0
2025-03-13,22397.19921875,0,NEUTRAL,15.0,1,IRON CONDOR,-10030.000000000002,-1558120.0
2025-03-17,22508.75,0,NEUTRAL,25.0,1,IRON CONDOR,-10030.000000000002,-1568150.0
2025-03-18,22834.30078125,0,NEUTRAL,5.0,1,IRON CONDOR,-10030.000000000002,-1578180.0
2025-03-19,22907.599609375,0,NEUTRAL,25.0,1,IRON CONDOR,-10030.000000000002,-1588210.0
2025-03-20,23140.650390625,-50,NEUTRAL,20.0,0,IRON CONDOR,-9760.0,-1597970.0
2025-03-21,23300.400390625,-50,NEUTRAL,20.0,0,IRON CONDOR,-9760.0,-1607730.0
2025-03-24,23558.349609375,-100,BULLISH,35.0,0,BULL PUT SPREAD,2210.0,-1605520.0
2025-03-25,23718.650390625,50,NEUTRAL,20.0,0,IRON CONDOR,-10165.0,-1615685.0
2025-03-26,23486.849609375,0,NEUTRAL,5.0,0,IRON CONDOR,-10030.000000000002,-1625715.0
2025-03-27,23591.94921875,0,NEUTRAL,20.0,0,IRON CONDOR,-10030.000000000002,-1635745.0
2025-03-28,23519.349609375,0,NEUTRAL,5.0,0,IRON CONDOR,-9760.0,-1645505.0
2025-04-01,23165.69921875,0,NEUTRAL,25.0,0,IRON CONDOR,-10165.0,-1655670.0
2025-04-02,23182.349609375,-150,NEUTRAL,8.0,0,IRON CONDOR,-10165.0,-1665835.0
2025-04-03,23250.099609375,0,NEUTRAL,5.0,0,IRON CONDOR,-10030.000000000002,-1675865.0
2025-04-04,22754.44921875,-150,BEARISH,38.0,0,BEAR CALL SPREAD,-10165.0,-1686030.0
2025-04-07,22311.599609375,150,NEUTRAL,13.0,0,NO TRADE,0.0,-1686030.0
2025-04-08,22535.849609375,0,NEUTRAL,25.0,0,IRON CONDOR,-12055.000000000002,-1698085.0
2025-04-09,22399.150390625,0,NEUTRAL,5.0,0,IRON CONDOR,-12460.0,-1710545.0
2025-04-11,22828.55078125,0,NEUTRAL,25.0,0,IRON CONDOR,-12055.000000000002,-1722600.0
2025-04-15,23328.55078125,0,NEUTRAL,5.0,0,IRON CONDOR,-10840.0,-1733440.0
2025-04-16,23537.19921875,100,NEUTRAL,5.0,0,IRON CONDOR,-10705.000000000002,-1744145.0
2025-04-17,23851.650390625,0,NEUTRAL,20.0,0,IRON CONDOR,-10705.000000000002,-1754850.0
2025-04-21,24075.55078125,-50,NEUTRAL,5.0,0,IRON CONDOR,5885.0,-1748965.0
2025-04-22,24017.25,-150,NEUTRAL,2.0,0,IRON CONDOR,-10570.0,-1759535.0
2025-04-23,24178.94921875,-150,NEUTRAL,2.0,0,IRON CONDOR,5960.0,-1753575.0
2025-04-24,24246.69921875,0,BULLISH,35.0,0,BULL PUT SPREAD,5960.0,-1747615.0
2025-04-25,24089.349609375,50,BULLISH,35.0,0,BULL PUT SPREAD,6110.0,-1741505.0
2025-04-28,24478.5,150,BULLISH,53.0,0,LONG CALL SPREAD,-3715.0,-1745220.0
2025-04-29,24335.94921875,0,BULLISH,35.0,0,BULL PUT SPREAD,6185.0,-1739035.0
2025-04-30,24384.19921875,50,NEUTRAL,20.0,0,IRON CONDOR,6335.0,-1732700.0
2025-05-02,24346.69921875,0,BULLISH,35.0,0,BULL PUT SPREAD,2510.0,-1730190.0
2025-05-05,24561.150390625,100,NEUTRAL,5.0,0,IRON CONDOR,-11515.0,-1741705.0
2025-05-06,24379.599609375,0,NEUTRAL,5.0,0,IRON CONDOR,-11650.0,-1753355.0
2025-05-07,24414.400390625,0,NEUTRAL,20.0,0,IRON CONDOR,-11650.0,-1765005.0
2025-05-08,24273.80078125,0,BULLISH,35.0,0,BULL PUT SPREAD,2690.0,-1762315.0
2025-05-09,24008.0,0,NEUTRAL,10.0,0,IRON CONDOR,-12460.0,-1774775.0
2025-05-12,24924.69921875,0,BULLISH,35.0,0,BULL PUT SPREAD,6335.0,-1768440.0
2025-05-13,24728.349609375,150,BULLISH,68.0,0,LONG CALL SPREAD,11435.0,-1757005.0
2025-05-14,24816.900390625,150,BULLISH,53.0,0,LONG CALL SPREAD,-3715.0,-1760720.0
2025-05-15,25062.099609375,0,NEUTRAL,20.0,0,IRON CONDOR,-11110.0,-1771830.0
2025-05-16,25019.80078125,0,BULLISH,35.0,0,BULL PUT SPREAD,-10975.0,-1782805.0
2025-05-19,24945.44921875,0,NEUTRAL,20.0,0,IRON CONDOR,-11245.0,-1794050.0
2025-05-20,24683.900390625,0,NEUTRAL,10.0,0,IRON CONDOR,6185.0,-1787865.0
2025-05-21,24813.44921875,0,NEUTRAL,25.0,0,IRON CONDOR,2450.0,-1785415.0
2025-05-22,24459.69921875,-150,BEARISH,43.0,0,BEAR CALL SPREAD,-11110.0,-1796525.0
2025-05-23,24853.150390625,0,NEUTRAL,25.0,0,IRON CONDOR,2450.0,-1794075.0
2025-05-26,25001.150390625,0,NEUTRAL,0.0,0,IRON CONDOR,-11380.000000000002,-1805455.0
2025-05-27,24826.19921875,0,NEUTRAL,5.0,0,IRON CONDOR,6335.0,-1799120.0
2025-05-28,24752.44921875,0,NEUTRAL,25.0,0,IRON CONDOR,6260.0,-1792860.0
2025-05-29,24833.599609375,0,NEUTRAL,10.0,0,IRON CONDOR,2390.0,-1790470.0
2025-05-30,24600.69921875,-150,BEARISH,43.0,0,BEAR CALL SPREAD,2360.0,-1788110.0
2025-06-02,24766.599609375,50,NEUTRAL,10.0,0,IRON CONDOR,6110.0,-1782000.0
2025-06-03,24542.5,0,NEUTRAL,5.0,0,IRON CONDOR,-10975.0,-1792975.0
2025-06-04,24620.19921875,0,NEUTRAL,10.0,0,IRON CONDOR,-10705.000000000002,-1803680.0
2025-06-05,24750.900390625,0,NEUTRAL,25.0,0,IRON CONDOR,-10570.0,-1814250.0
2025-06-06,25003.05078125,0,NEUTRAL,15.0,0,IRON CONDOR,-10435.0,-1824685.0
2025-06-09,25103.19921875,0,NEUTRAL,0.0,1,IRON CONDOR,-10435.0,-1835120.0
2025-06-10,25104.25,0,NEUTRAL,15.0,1,IRON CONDOR,-10165.0,-1845285.0
2025-06-11,25291.400390625,150,BULLISH,33.0,1,BULL PUT SPREAD,-10165.0,-1855450.0
2025-06-12,24738.19921875,-150,BEARISH,43.0,1,BEAR CALL SPREAD,5585.0,-1849865.0
2025-06-13,24718.599609375,0,NEUTRAL,25.0,1,IRON CONDOR,-10570.0,-1860435.0
2025-06-16,24796.5,-150,NEUTRAL,28.0,1,IRON CONDOR,5735.0,-1854700.0
2025-06-17,24753.400390625,-100,NEUTRAL,25.0,1,IRON CONDOR,-10300.0,-1865000.0
2025-06-18,24812.05078125,0,NEUTRAL,10.0,1,IRON CONDOR,-10300.0,-1875300.0
2025-06-19,24793.25,0,NEUTRAL,10.0,1,IRON CONDOR,-10300.0,-1885600.0
2025-06-20,25112.400390625,0,NEUTRAL,10.0,1,IRON CONDOR,-10165.0,-1895765.0
2025-06-23,24971.900390625,0,NEUTRAL,5.0,1,IRON CONDOR,-10165.0,-1905930.0
2025-06-24,25044.349609375,0,NEUTRAL,5.0,1,IRON CONDOR,-10165.0,-1916095.0
2025-06-25,25244.75,0,NEUTRAL,0.0,1,IRON CONDOR,-9895.0,-1925990.0
2025-06-26,25499.0,-50,BULLISH,35.0,1,BULL PUT SPREAD,2120.0,-1923870.0
2025-06-27,25737.80078125,100,BULLISH,35.0,1,BULL PUT SPREAD,5360.0,-1918510.0
2025-06-30,25517.05078125,0,BULLISH,35.0,1,BULL PUT SPREAD,2150.0,-1916360.0
2025-07-01,25591.80078125,50,NEUTRAL,20.0,1,IRON CONDOR,5360.0,-1911000.0
2025-07-02,25453.400390625,0,NEUTRAL,20.0,1,IRON CONDOR,5360.0,-1905640.0
2025-07-03,25405.30078125,0,NEUTRAL,25.0,1,IRON CONDOR,2120.0,-1903520.0
2025-07-04,25461.0,0,NEUTRAL,20.0,1,IRON CONDOR,-9760.0,-1913280.0
2025-07-07,25461.30078125,0,NEUTRAL,5.0,1,IRON CONDOR,-9760.0,-1923040.0
2025-07-08,25522.5,0,NEUTRAL,20.0,1,IRON CONDOR,-9625.0,-1932665.0
2025-07-09,25476.099609375,0,NEUTRAL,15.0,1,NO TRADE,0.0,-1932665.0
2025-07-10,25255.25,-100,NEUTRAL,10.0,1,NO TRADE,0.0,-1932665.0
2025-07-11,25149.849609375,0,NEUTRAL,10.0,1,NO TRADE,0.0,-1932665.0
2025-07-14,25082.30078125,0,NEUTRAL,10.0,1,NO TRADE,0.0,-1932665.0
2025-07-15,25045.80078125,-150,BEARISH,43.0,1,BEAR CALL SPREAD,2060.0,-1930605.0
2025-07-16,25312.05078125,100,NEUTRAL,10.0,1,NO TRADE,0.0,-1930605.0
2025-07-17,25111.44921875,0,NEUTRAL,5.0,1,NO TRADE,0.0,-1930605.0
2025-07-18,24968.400390625,0,NEUTRAL,10.0,1,NO TRADE,0.0,-1930605.0
2025-07-21,25090.69921875,0,NEUTRAL,10.0,1,NO TRADE,0.0,-1930605.0
2025-07-22,25060.900390625,0,NEUTRAL,10.0,1,NO TRADE,0.0,-1930605.0
2025-07-23,25169.900390625,-50,NEUTRAL,5.0,1,NO TRADE,0.0,-1930605.0
2025-07-24,25062.099609375,0,NEUTRAL,10.0,1,NO TRADE,0.0,-1930605.0
2025-07-25,24837.0,0,NEUTRAL,10.0,1,NO TRADE,0.0,-1930605.0
2025-07-28,24680.900390625,0,NEUTRAL,20.0,1,IRON CONDOR,2090.0,-1928515.0
2025-07-29,24821.099609375,0,NEUTRAL,10.0,1,NO TRADE,0.0,-1928515.0
2025-07-30,24905.05078125,50,NEUTRAL,10.0,1,NO TRADE,0.0,-1928515.0
2025-07-31,24768.349609375,0,NEUTRAL,10.0,1,NO TRADE,0.0,-1928515.0
2025-08-01,24565.349609375,0,BEARISH,35.0,1,BEAR CALL SPREAD,2090.0,-1926425.0
2025-08-04,24722.75,0,NEUTRAL,5.0,1,NO TRADE,0.0,-1926425.0
2025-08-05,24549.55078125,-100,NEUTRAL,10.0,1,NO TRADE,0.0,-1926425.0
2025-08-06,24674.19921875,100,NEUTRAL,5.0,1,NO TRADE,0.0,-1926425.0
2025-08-07,24646.150390625,50,NEUTRAL,20.0,1,NO TRADE,0.0,-1926425.0
2025-08-08,24363.30078125,0,NEUTRAL,5.0,1,IRON CONDOR,-9625.0,-1936050.0
2025-08-11,24735.05078125,150,NEUTRAL,23.0,1,IRON CONDOR,2090.0,-1933960.0
2025-08-12,24487.400390625,0,NEUTRAL,5.0,1,IRON CONDOR,-9625.0,-1943585.0
2025-08-13,24519.349609375,-100,NEUTRAL,10.0,1,IRON CONDOR,-9625.0,-1953210.0
2025-08-14,24531.30078125,-100,NEUTRAL,10.0,1,IRON CONDOR,-9760.0,-1962970.0
2025-08-18,24876.94921875,0,NEUTRAL,10.0,1,IRON CONDOR,2120.0,-1960850.0
2025-08-19,24980.650390625,0,NEUTRAL,5.0,1,NO TRADE,0.0,-1960850.0
2025-08-20,25050.55078125,0,NEUTRAL,10.0,1,NO TRADE,0.0,-1960850.0
2025-08-21,25233.75,150,BULLISH,43.0,1,BULL PUT SPREAD,-9490.0,-1970340.0
2025-08-22,24970.099609375,100,NEUTRAL,25.0,1,NO TRADE,0.0,-1970340.0
2025-08-25,25017.75,50,NEUTRAL,10.0,1,NO TRADE,0.0,-1970340.0
2025-08-26,24712.05078125,0,NEUTRAL,10.0,1,IRON CONDOR,-9625.0,-1979965.0
2025-08-28,24500.900390625,0,NEUTRAL,25.0,1,IRON CONDOR,-9625.0,-1989590.0
2025-08-29,24576.849609375,150,NEUTRAL,2.0,1,NO TRADE,0.0,-1989590.0
2025-09-01,24675.05078125,50,NEUTRAL,10.0,1,NO TRADE,0.0,-1989590.0
2025-09-02,24579.599609375,0,NEUTRAL,25.0,1,NO TRADE,0.0,-1989590.0
2025-09-03,24715.05078125,0,NEUTRAL,5.0,1,NO TRADE,0.0,-1989590.0
2025-09-04,24734.30078125,0,NEUTRAL,25.0,1,NO TRADE,0.0,-1989590.0
2025-09-05,24691.0,-50,NEUTRAL,10.0,1,NO TRADE,0.0,-1989590.0
2025-09-08,24773.150390625,0,NEUTRAL,10.0,1,NO TRADE,0.0,-1989590.0
2025-09-09,24868.599609375,0,NEUTRAL,10.0,1,NO TRADE,0.0,-1989590.0
2025-09-10,24973.099609375,0,NEUTRAL,10.0,1,NO TRADE,0.0,-1989590.0
2025-09-11,25005.5,0,NEUTRAL,25.0,1,NO TRADE,0.0,-1989590.0
2025-09-12,25014.0,-100,NEUTRAL,20.0,1,NO TRADE,0.0,-1989590.0
2025-09-15,25069.19921875,0,NEUTRAL,10.0,1,NO TRADE,0.0,-1989590.0
2025-09-16,25239.099609375,0,NEUTRAL,20.0,1,NO TRADE,0.0,-1989590.0
2025-09-17,25430.25,100,NEUTRAL,20.0,1,NO TRADE,0.0,-1989590.0
2025-09-18,25273.599609375,-150,NEUTRAL,13.0,1,NO TRADE,0.0,-1989590.0
2025-09-19,25327.05078125,0,NEUTRAL,20.0,1,NO TRADE,0.0,-1989590.0
2025-09-22,25352.349609375,150,BULLISH,43.0,1,BULL PUT SPREAD,-9220.0,-1998810.0
2025-09-23,25019.5,-150,BEARISH,38.0,1,BEAR CALL SPREAD,2000.0000000000002,-1996810.0
2025-09-24,25056.900390625,0,NEUTRAL,10.0,1,NO TRADE,0.0,-1996810.0
2025-09-25,24890.849609375,0,NEUTRAL,25.0,1,NO TRADE,0.0,-1996810.0
2025-09-26,24654.69921875,0,NEUTRAL,5.0,1,NO TRADE,0.0,-1996810.0
2025-09-29,24634.900390625,0,NEUTRAL,20.0,1,NO TRADE,0.0,-1996810.0
2025-09-30,24611.099609375,0,NEUTRAL,20.0,1,NO TRADE,0.0,-1996810.0
2025-10-01,24836.30078125,0,NEUTRAL,10.0,1,NO TRADE,0.0,-1996810.0
2025-10-03,24894.25,0,NEUTRAL,10.0,1,NO TRADE,0.0,-1996810.0
2025-10-06,25077.650390625,0,NEUTRAL,10.0,1,NO TRADE,0.0,-1996810.0
2025-10-07,25108.30078125,0,NEUTRAL,10.0,1,NO TRADE,0.0,-1996810.0
2025-10-08,25046.150390625,0,NEUTRAL,25.0,1,NO TRADE,0.0,-1996810.0
2025-10-09,25181.80078125,0,NEUTRAL,10.0,1,NO TRADE,0.0,-1996810.0
2025-10-10,25285.349609375,0,NEUTRAL,5.0,1,NO TRADE,0.0,-1996810.0
2025-10-13,25227.349609375,0,NEUTRAL,25.0,1,NO TRADE,0.0,-1996810.0
2025-10-14,25095.5,-50,NEUTRAL,10.0,1,NO TRADE,0.0,-1996810.0
2025-10-15,25323.55078125,0,NEUTRAL,20.0,1,NO TRADE,0.0,-1996810.0
2025-10-16,25585.30078125,0,NEUTRAL,5.0,1,NO TRADE,0.0,-1996810.0
2025-10-17,25859.849609375,150,BULLISH,68.0,1,LONG CALL SPREAD,-3190.0,-2000000.0
2025-10-20,25993.150390625,150,BULLISH,68.0,1,LONG CALL SPREAD,-3115.0,-2003115.0
2025-10-21,25918.599609375,50,NEUTRAL,20.0,1,NO TRADE,0.0,-2003115.0
2025-10-23,25891.400390625,0,NEUTRAL,20.0,1,NO TRADE,0.0,-2003115.0
2025-10-24,25945.150390625,150,BULLISH,68.0,1,LONG CALL SPREAD,-3190.0,-2006305.0
2025-10-27,25816.05078125,-150,NEUTRAL,2.0,1,NO TRADE,0.0,-2006305.0
2025-10-28,25886.19921875,-50,NEUTRAL,20.0,1,NO TRADE,0.0,-2006305.0
2025-10-29,26153.900390625,100,NEUTRAL,20.0,1,NO TRADE,0.0,-2006305.0
2025-10-30,25877.849609375,0,NEUTRAL,5.0,1,IRON CONDOR,-9625.0,-2015930.0
2025-10-31,25622.099609375,-100,NEUTRAL,10.0,1,IRON CONDOR,5285.0,-2010645.0
2025-11-03,25763.349609375,0,NEUTRAL,10.0,1,IRON CONDOR,-9760.0,-2020405.0
2025-11-04,25747.650390625,150,NEUTRAL,8.0,1,IRON CONDOR,-9760.0,-2030165.0
2025-11-06,25659.69921875,150,NEUTRAL,8.0,1,IRON CONDOR,-9760.0,-2039925.0
2025-11-07,25492.30078125,0,NEUTRAL,10.0,1,IRON CONDOR,-9760.0,-2049685.0
2025-11-10,25574.349609375,0,NEUTRAL,5.0,1,IRON CONDOR,-9760.0,-2059445.0
2025-11-11,25694.94921875,0,NEUTRAL,10.0,1,IRON CONDOR,-9760.0,-2069205.0
2025-11-12,25875.80078125,0,NEUTRAL,0.0,1,IRON CONDOR,2090.0,-2067115.0
2025-11-13,25879.150390625,0,NEUTRAL,15.0,1,IRON CONDOR,-9625.0,-2076740.0
2025-11-14,26060.05078125,150,BULLISH,33.0,1,BULL PUT SPREAD,5285.0,-2071455.0
2025-11-17,26063.44921875,50,NEUTRAL,15.0,1,NO TRADE,0.0,-2071455.0
2025-11-18,25760.05078125,-150,BEARISH,48.0,1,BEAR CALL SPREAD,5285.0,-2066170.0
2025-11-19,26152.650390625,100,NEUTRAL,20.0,1,NO TRADE,0.0,-2066170.0
2025-11-20,26192.150390625,0,NEUTRAL,5.0,1,IRON CONDOR,-9625.0,-2075795.0
2025-11-21,26068.150390625,0,BULLISH,35.0,1,BULL PUT SPREAD,2180.0,-2073615.0
2025-11-24,25959.5,0,NEUTRAL,25.0,1,IRON CONDOR,-10030.000000000002,-2083645.0
2025-11-25,25884.80078125,0,NEUTRAL,5.0,1,IRON CONDOR,-9625.0,-2093270.0
2025-11-26,26205.30078125,0,BULLISH,35.0,1,BULL PUT SPREAD,2090.0,-2091180.0
2025-11-27,26215.55078125,0,NEUTRAL,20.0,1,NO TRADE,0.0,-2091180.0
2025-11-28,26102.94921875,-100,BULLISH,35.0,1,BULL PUT SPREAD,2060.0,-2089120.0
2025-12-01,26025.75,-150,NEUTRAL,28.0,1,NO TRADE,0.0,-2089120.0
2025-12-02,26032.19921875,0,NEUTRAL,10.0,1,NO TRADE,0.0,-2089120.0
2025-12-03,25986.0,0,NEUTRAL,10.0,1,NO TRADE,0.0,-2089120.0
2025-12-04,26033.75,0,NEUTRAL,10.0,1,NO TRADE,0.0,-2089120.0
2025-12-05,26186.44921875,0,NEUTRAL,0.0,1,NO TRADE,0.0,-2089120.0
2025-12-08,25960.55078125,0,NEUTRAL,10.0,1,NO TRADE,0.0,-2089120.0
2025-12-09,25839.650390625,0,NEUTRAL,10.0,1,NO TRADE,0.0,-2089120.0
2025-12-10,25758.0,0,NEUTRAL,5.0,1,NO TRADE,0.0,-2089120.0
2025-12-11,25898.55078125,0,NEUTRAL,10.0,1,NO TRADE,0.0,-2089120.0
2025-12-12,25996.94921875,-50,NEUTRAL,25.0,1,NO TRADE,0.0,-2089120.0
2025-12-15,26027.30078125,0,NEUTRAL,10.0,1,NO TRADE,0.0,-2089120.0
2025-12-16,25810.099609375,-50,NEUTRAL,10.0,1,NO TRADE,0.0,-2089120.0
2025-12-17,25818.55078125,0,NEUTRAL,25.0,1,NO TRADE,0.0,-2089120.0
2025-12-18,25815.55078125,0,NEUTRAL,5.0,1,NO TRADE,0.0,-2089120.0
2025-12-19,26066.400390625,100,NEUTRAL,5.0,1,NO TRADE,0.0,-2089120.0
2025-12-22,26022.400390625,-150,NEUTRAL,28.0,1,NO TRADE,0.0,-2089120.0
2025-12-23,26177.150390625,0,NEUTRAL,10.0,1,NO TRADE,0.0,-2089120.0
2025-12-24,26142.099609375,0,NEUTRAL,10.0,1,NO TRADE,0.0,-2089120.0
2025-12-26,26042.30078125,0,NEUTRAL,10.0,1,NO TRADE,0.0,-2089120.0
2025-12-29,25892.099609375,-50,NEUTRAL,10.0,1,NO TRADE,0.0,-2089120.0
2025-12-30,25938.849609375,0,NEUTRAL,10.0,1,NO TRADE,0.0,-2089120.0
2025-12-31,26129.599609375,0,NEUTRAL,25.0,1,NO TRADE,0.0,-2089120.0
2026-01-01,26146.55078125,0,NEUTRAL,10.0,1,NO TRADE,0.0,-2089120.0
2026-01-02,26328.55078125,0,NEUTRAL,20.0,1,NO TRADE,0.0,-2089120.0
2026-01-05,26250.30078125,0,NEUTRAL,25.0,1,NO TRADE,0.0,-2089120.0
2026-01-06,26178.69921875,0,NEUTRAL,25.0,1,NO TRADE,0.0,-2089120.0
2026-01-07,26140.75,0,NEUTRAL,10.0,1,NO TRADE,0.0,-2089120.0
2026-01-08,25876.849609375,0,NEUTRAL,10.0,1,NO TRADE,0.0,-2089120.0
2026-01-09,25683.30078125,0,NEUTRAL,5.0,1,NO TRADE,0.0,-2089120.0
2026-01-12,25790.25,0,NEUTRAL,10.0,1,NO TRADE,0.0,-2089120.0
2026-01-13,25732.30078125,0,NEUTRAL,10.0,1,NO TRADE,0.0,-2089120.0
2026-01-14,25665.599609375,0,BEARISH,35.0,1,BEAR CALL SPREAD,2030.0,-2087090.0
2026-01-16,25694.349609375,0,NEUTRAL,10.0,1,NO TRADE,0.0,-2087090.0
2026-01-19,25585.5,0,NEUTRAL,20.0,1,NO TRADE,0.0,-2087090.0
2026-01-20,25232.5,0,BEARISH,35.0,1,BEAR CALL SPREAD,5435.0,-2081655.0
2026-01-21,25157.5,0,NEUTRAL,5.0,1,IRON CONDOR,2210.0,-2079445.0
2026-01-22,25289.900390625,0,NEUTRAL,5.0,1,IRON CONDOR,-10030.000000000002,-2089475.0
2026-01-23,25048.650390625,0,NEUTRAL,20.0,1,IRON CONDOR,-10300.0,-2099775.0
2026-01-27,25175.400390625,0,NEUTRAL,5.0,1,IRON CONDOR,-10300.0,-2110075.0
2026-01-28,25442.75,100,NEUTRAL,10.0,1,IRON CONDOR,-10030.000000000002,-2120105.0
2026-01-29,25418.900390625,0,NEUTRAL,10.0,1,IRON CONDOR,-10030.000000000002,-2130135.0
2026-01-30,25320.650390625,0,NEUTRAL,10.0,1,IRON CONDOR,-10030.000000000002,-2140165.0
2026-02-02,25088.400390625,0,NEUTRAL,5.0,1,IRON CONDOR,-10165.0,-2150330.0
