date,close,high,low,open,volume
2016-02-11,622.9153442382812,641.6473032133815,615.274296208874,637.9122922802566,4395021
2016-02-12,600.819091796875,628.6746389764654,579.3785397479903,627.0209684081808,6160240
2016-02-15,655.4182739257812,658.4404671305327,607.0345738766334,611.4537940317933,5939226
2016-02-16,629.5299072265625,660.2651222346188,626.849818947229,660.2651222346188,3548740
2016-02-17,640.0505981445312,646.4656450032679,617.0704990932675,630.4422800357266,3479412
2016-02-18,655.5608520507812,669.9875568705863,646.0665503364471,646.8648812878534,5457168
2016-02-19,656.0454711914062,666.5376334388969,645.1541435043661,653.5649654766862,3036894
2016-02-22,655.6178588867188,666.1670307775951,650.1722206685398,655.7604329007139,2054481
2016-02-23,644.4412231445312,659.1815754798596,641.561552681821,658.7539057838748,2045679
2016-02-24,634.6049194335938,644.3557587042986,632.9512490954962,639.793965301934,1816150
2016-02-25,619.5223999023438,638.6535215528036,616.9848857152592,637.513034062966,2655282
2016-02-26,633.3219604492188,637.2279973391057,622.8583026053676,622.9723200414477,2277972
2016-02-29,613.5635986328125,640.649370460067,600.4769129884705,635.2322369769308,5500993
2016-03-01,640.9059448242188,643.7856159557871,616.4147490553573,619.8361074179111,3647113
2016-03-02,648.8607177734375,656.2736797245608,646.180681048744,651.768893825054,3652203
2016-03-03,688.3201904296875,690.658121808749,646.8932345962363,655.1330292359751,5552958
2016-03-04,680.3941040039062,697.9285646844933,676.8586761869104,692.825031769535,3438969
2016-03-08,677.115234375,691.1142654721571,668.9895097190773,684.8417936660019,3022782
2016-03-09,691.5989990234375,695.6761138532773,671.7266076953113,674.2356175000682,3121141
2016-03-10,676.3739013671875,696.531386527856,673.5797960639001,692.2546894099899,2932767
2016-03-11,676.0888671875,685.4120364298806,667.906081006018,677.9706245318548,2996377
2016-03-14,675.2621459960938,688.0637363222962,671.5556915995691,682.5610373461242,2726301
2016-03-15,673.2947387695312,683.0455774315701,670.3295549710631,677.8280275321633,2444158
2016-03-16,674.6918334960938,679.5387750642375,664.2566804382606,676.8586867508074,2704711
2016-03-17,680.422607421875,687.1227497829535,675.4046397918542,683.1312000471455,3872653
2016-03-18,683.8724365234375,685.9822809234573,678.6263820851439,683.7013581818018,2566830
2016-03-21,700.3236083984375,702.8326186903491,681.0499614232048,684.8419812226907,3575446
2016-03-22,705.5410766601562,709.9318441553829,696.8166547978141,703.6593713679864,2979816
2016-03-23,708.5347290039062,712.2127307373172,701.5494909988267,707.0806935715699,2438136
2016-03-28,687.892578125,710.6160848231685,683.1597062615904,707.65090076773,3717456
2016-03-29,680.82177734375,693.4237835256422,678.5693588330444,688.8334334315566,2703178
2016-03-30,700.2666015625,702.4619594709442,685.1270788911627,688.8335334099919,2874000
2016-03-31,693.7944946289062,701.3784814888083,690.8293103480194,699.0690540964073,4945963
2016-04-01,705.8831787109375,711.8135465340782,691.1143200709939,691.1143200709939,2539944
2016-04-04,704.71435546875,712.7830211812665,696.5886288289015,707.0237307491284,1740162
2016-04-05,681.5060424804688,704.0870276099894,678.5978671117726,700.4660866808724,3151113
2016-04-06,691.02880859375,692.8250006761538,674.2926272890624,683.7584227841854,2583834
2016-04-07,674.520751953125,689.9454205012048,671.6126287906193,688.8334373154697,2707579
2016-04-08,679.8524169921875,682.5610098299496,673.4373699073196,675.148049129951,1565038
2016-04-11,691.88427734375,693.3383130126504,676.0604935082492,681.9908102470376,2529934
2016-04-12,697.044677734375,704.17248943721,688.2917001133426,692.824988982815,2837052
2016-04-13,704.1725463867188,714.4936298435832,700.8652577773317,704.7997988790518,4955905
2016-04-18,714.4937133789062,716.7461321842135,689.4322717308243,703.1462106800915,2644515
2016-04-20,721.8781127929688,723.0185481827496,711.6425420266063,716.7745795892982,2522848
2016-04-21,713.8949584960938,727.0386525181334,710.530608849173,724.0164595900059,1723543
2016-04-22,721.3933715820312,723.6172334502752,707.9360263290481,712.7829154687144,2008374
2016-04-25,721.6215209960938,728.521246460951,716.831587949832,724.18753977616,2128689
2016-04-26,730.4600219726562,731.8571010221896,718.68485023545,719.1125200375417,1877685
2016-04-27,727.865478515625,734.8792735156168,724.7862247029095,730.4600016152357,1557685
2016-04-28,718.2286376953125,731.5434095674144,714.7217141820817,728.1790600491912,2789970
2016-04-29,715.4060668945312,721.9636357325837,710.2169683371242,718.5707816701282,1689373
2016-05-02,713.2106323242188,716.2043208399591,704.7998105628764,710.5020918043101,1344315
2016-05-03,713.581298828125,731.6860040583218,709.9318534234424,716.2043262927251,2525149
2016-05-04,710.9581909179688,717.2876717883516,707.0806588771013,711.1007126950585,1644345
2016-05-05,726.3828125,731.3152667642626,709.475605329656,709.6466836694702,2821255
2016-05-06,718.7418212890625,725.5560334060684,715.0638716249712,724.7577025624568,1610382
2016-05-09,738.1864624023438,739.5264803088539,720.3098989133015,720.7660730003781,2788513
2016-05-10,752.727294921875,754.238391286184,734.4515645591168,738.4431142506816,3676146
2016-05-11,757.1181030273438,760.6819831435841,738.4431540421785,741.2087555005596,4603557
2016-05-12,750.4750366210938,764.046401495215,747.7094349138762,755.6070745677916,1553274
2016-05-13,733.5963134765625,749.8477665959772,730.1464505646164,746.9965996659051,2103742
2016-05-16,731.7429809570312,739.0133670916131,723.4746812844027,736.6184268060838,2410951
2016-05-17,736.2191772460938,746.4262419076282,732.5412280630613,735.0216811373033,2223565
2016-05-18,746.9110107421875,748.251028783897,728.2075580503135,732.968986501853,2603508
2016-05-19,721.963623046875,745.8561228612989,718.5137603262161,743.575199884871,2005083
2016-05-20,715.6911010742188,729.7186902784249,713.4101782540974,725.3279229857031,1672558
2016-05-23,707.7650146484375,721.8211093301327,705.9402658057176,720.5666042893477,2198760
2016-05-24,708.3067016601562,711.9847037036557,697.5579479450004,707.7650144234086,1858491
2016-05-25,736.5043334960938,740.524439670677,713.3816621603446,718.4851949103596,3721570
2016-05-26,840.59912109375,846.7290713988217,792.614597436555,800.5977484666322,20691907
2016-05-27,841.0269165039062,848.1262247649013,827.968735383546,840.5137336246194,5885740
2016-05-30,847.9837036132812,853.3153239543586,836.0374535261471,838.175802534446,3487939
2016-05-31,840.257080078125,847.9836929762038,836.6361911948933,847.4704578971782,3809605
2016-06-01,835.41015625,846.3014834292005,833.1577377192215,838.2612707064006,2486295
2016-06-02,842.3667602539062,845.4745178629879,822.0667010723552,832.5303568593806,3103587
2016-06-03,832.8726806640625,847.3279407402741,830.2496531539713,842.2244075157796,2250340
2016-06-06,837.206298828125,840.1429783897269,833.1291839926982,834.1270974859077,1901931
2016-06-07,848.43994140625,855.3396674689556,833.2719144894145,841.0839889425429,3348535
2016-06-08,861.7260131835938,863.7217878818395,849.7227562276156,852.6023747523101,3325263
2016-06-09,850.464111328125,863.1516828977901,847.983657935583,861.7831082827271,1813729
2016-06-10,848.32568359375,858.190591943058,841.8251244451426,845.2464823561525,2152996
2016-06-13,836.0374755859375,840.4566955158368,829.8505154782906,838.2328333708415,2209357
2016-06-14,832.8441162109375,840.0859979060731,829.7363582023899,837.092309531631,1689316
2016-06-15,863.2086181640625,865.0333145545073,834.5262410790791,834.8113368386414,2960616
2016-06-16,852.0322265625,860.4715520810478,842.7945180359714,860.4715520810478,2447025
2016-06-17,844.0775756835938,856.9647300656112,839.8864431434068,852.2033015417046,2653944
2016-06-20,859.3598022460938,861.0419772741661,832.7016976759334,834.4693857912126,2975367
2016-06-21,852.3743286132812,861.5549761950463,849.9223797066664,861.041793369828,1195078
2016-06-22,850.5210571289062,857.050172962274,844.0490022127084,853.058571255134,1813926
2016-06-23,854.5411987304688,859.8728186116924,840.171505075248,847.9836304744687,2053992
2016-06-24,815.765869140625,837.0923498423248,798.8871646791523,825.9729353446493,6840802
2016-06-27,836.3794555664062,837.8905518667375,814.2832025899297,814.8249419683556,2560092
2016-06-28,840.5421142578125,850.492535661093,837.0922519956321,837.4914173788927,2342134
2016-06-29,845.7597045898438,851.3479158109121,842.3668508758135,847.4703836251007,2000545
2016-06-30,853.3438110351562,858.1336918344452,846.7291814230329,848.6109389533912,3960568
2016-07-01,879.6596069335938,880.9996248038262,855.738606923943,858.0765382112509,3497923
2016-07-04,894.1719360351562,899.2469643338804,882.9098963207798,883.8508533019776,2718052
2016-07-05,898.7337036132812,902.0980530076979,884.9912624676558,893.1454923309717,2636760
2016-07-07,886.4169311523438,902.0695824357772,884.2215735390249,898.6767285574933,2084571
2016-07-08,873.9573364257812,887.3576718962777,867.9129515589452,886.6733585707077,1915600
2016-07-11,889.439208984375,895.939769372101,886.4455202415927,888.4127387684747,1815517
2016-07-12,894.1149291992188,896.2532779581362,882.1116717932659,894.0008073635988,2383048
2016-07-13,884.6492919921875,895.1414021408153,879.9163153876447,894.1720450969906,2036055
2016-07-14,892.0906982421875,895.7972046452198,879.8593002002813,888.9544878467431,1909636
2016-07-15,904.2933959960938,909.5110505561478,887.9279278190572,893.0314605421997,2428458
2016-07-18,897.7642822265625,914.4434018060433,892.4042105948754,905.5193461265923,1855422
2016-07-19,896.8521118164062,902.9535067040642,890.4655689131724,896.3959376384307,1926168
2016-07-20,895.7400512695312,904.3790643687145,894.4285375695212,896.966051895717,1790911
2016-07-21,888.1561279296875,898.1065504390864,884.9913088669133,898.1065504390864,1678212
2016-07-22,897.5364379882812,899.7603001888242,885.3050392679285,889.610241864998,1877206
2016-07-25,904.3220825195312,905.9756485639651,891.2638494357952,896.3958869565388,2209774
2016-07-26,908.1995849609375,911.2217777734699,901.58490335584,905.8045924325606,1729183
2016-07-27,913.5882568359375,920.915652563103,904.7498167506606,910.2524113275558,2467012
2016-07-28,899.3895874023438,916.1257182836277,890.3515129039614,914.643178372321,2811580
2016-07-29,888.8973999023438,908.6273243869998,883.8509796497419,906.6600014870677,4228011
2016-08-01,851.7471923828125,904.379136148718,849.6373476698491,889.0115271821178,9155449
2016-08-02,857.2498168945312,863.2086894223212,849.7798479664953,853.0586321923529,2410914
2016-08-03,843.13671875,865.1189558742649,838.5178642455548,859.9013532369052,2619658
2016-08-04,837.7481079101562,853.0586550324495,832.7585922347752,853.0586550324495,2254336
2016-08-05,862.2964477539062,864.8909710976112,842.7946617226568,844.134732142182,2805628
2016-08-08,859.416748046875,869.3957278292755,853.6859620672183,866.744143644706,1403923
2016-08-09,855.88134765625,861.0418896650021,848.1547346170862,860.9848287402115,1865400
2016-08-10,845.7597045898438,857.620440410708,841.8536680475489,856.1093440766166,1683261
2016-08-11,840.912841796875,843.3647907948375,834.1556385136703,841.1123722985084,2240371
2016-08-12,850.7206420898438,858.5897758965173,843.0796475408985,843.3647433043891,1659132
2016-08-16,858.96044921875,862.5528855955464,839.3731535921136,851.889646095653,2610843
2016-08-17,856.7650756835938,863.4652176392775,850.2074555061337,857.4778411920513,1384653
2016-08-18,855.5240478515625,865.1062331744316,854.3118802955657,860.66147787526,1780732
2016-08-19,862.59521484375,864.1248913219085,854.1098306888852,858.9297516947227,1392250
2016-08-22,861.6140747070312,868.165763204321,853.7347990194629,862.9706224394967,1837995
2016-08-23,852.6666870117188,862.7972194774,844.614231458682,861.6138539764607,1273489
2016-08-24,850.559814453125,859.1895259375107,845.6821836083734,851.4256710857029,1230627
2016-08-25,839.678955078125,856.2167967678548,837.2834217517566,852.060695212877,2616154
